model,scene,orig,new,shift,pred,miss,feat_dist,null_feat_dist
raw_single_channel_phase_gat_team_mean_seed11,351,1,0,-0.2624,0,False,39.4769,25.7736
raw_single_channel_phase_gat_team_mean_seed11,321,1,0,-0.1549,0,False,21.5466,16.7314
raw_single_channel_phase_gat_team_mean_seed11,352,1,0,-0.269,0,False,40.467,26.0511
raw_single_channel_phase_gat_team_mean_seed11,303,1,2,0.2766,2,False,36.3943,22.0927
raw_single_channel_phase_gat_team_mean_seed11,347,1,0,-0.2348,0,False,35.9119,23.3038
raw_single_channel_phase_gat_team_mean_seed11,412,1,2,0.341,1,True,43.9928,48.2292
raw_single_channel_phase_gat_team_mean_seed11,36,0,1,0.3766,1,False,45.1438,25.429
raw_single_channel_phase_gat_team_mean_seed11,373,1,0,-0.2465,0,False,27.6122,22.8669
raw_single_channel_phase_gat_team_mean_seed11,178,1,0,-0.3482,0,False,42.4804,41.7453
raw_single_channel_phase_gat_team_mean_seed11,32,0,1,0.3035,1,False,45.9255,20.7705
raw_single_channel_phase_gat_team_mean_seed11,238,0,1,0.3127,1,False,42.9273,24.9462
raw_single_channel_phase_gat_team_mean_seed11,384,1,0,-0.2875,0,False,34.6737,25.2749
raw_single_channel_phase_gat_team_mean_seed11,325,1,0,-0.1884,0,False,24.15,17.1227
raw_single_channel_phase_gat_team_mean_seed11,336,0,1,0.1102,1,False,18.6044,12.7993
raw_single_channel_phase_gat_team_mean_seed11,410,1,2,0.3337,1,True,43.3913,45.2687
raw_single_channel_phase_gat_team_mean_seed11,37,0,1,0.3196,1,False,43.9371,22.2446
raw_single_channel_phase_gat_team_mean_seed11,6,1,0,-0.044,0,False,6.8274,10.0824
raw_single_channel_phase_gat_team_mean_seed11,302,1,2,0.2843,2,False,32.6572,22.9729
raw_single_channel_phase_gat_team_mean_seed11,368,1,0,-0.2423,0,False,34.8863,20.9129
raw_single_channel_phase_gat_team_mean_seed11,377,1,0,-0.264,0,False,27.4775,20.5309
raw_single_channel_phase_gat_team_mean_seed11,146,1,2,0.2407,1,True,33.0949,20.5421
raw_single_channel_phase_gat_team_mean_seed11,260,1,0,-0.0456,0,False,9.7798,7.4288
raw_single_channel_phase_gat_team_mean_seed11,40,0,1,0.1006,1,False,19.2078,12.3895
raw_single_channel_phase_gat_team_mean_seed11,327,1,0,-0.1089,0,False,15.9275,13.5681
raw_single_channel_phase_gat_team_mean_seed11,391,1,2,0.334,2,False,38.9093,32.1359
raw_single_channel_phase_gat_team_mean_seed11,13,0,1,0.1076,1,False,22.1519,11.4216
raw_single_channel_phase_gat_team_mean_seed11,135,1,2,0.0845,1,True,13.6872,14.1795
raw_single_channel_phase_gat_team_mean_seed11,253,0,1,0.2131,1,False,32.0324,20.6224
raw_single_channel_phase_gat_team_mean_seed11,48,1,2,0.2601,1,True,32.5917,22.2216
raw_single_channel_phase_gat_team_mean_seed11,338,0,1,0.0561,1,False,10.7669,8.955
raw_single_channel_phase_gat_team_mean_seed11,285,1,2,0.1219,1,True,15.1158,14.2903
raw_single_channel_phase_gat_team_mean_seed11,57,2,1,-0.3619,1,False,38.2001,29.9221
raw_single_channel_phase_gat_team_mean_seed11,339,1,0,-0.0327,0,False,5.2323,7.975
raw_single_channel_phase_gat_team_mean_seed11,9,0,1,0.0641,0,True,11.169,8.383
raw_single_channel_phase_gat_team_mean_seed11,165,1,0,-0.0909,0,False,15.1259,18.8413
raw_single_channel_phase_gat_team_mean_seed11,282,1,2,0.1842,1,True,20.6215,17.4833
raw_single_channel_phase_gat_team_mean_seed11,203,1,2,0.3098,1,True,27.3465,29.5185
raw_single_channel_phase_gat_team_mean_seed11,188,1,0,-0.1405,0,False,20.0886,19.7739
raw_single_channel_phase_gat_team_mean_seed11,383,1,0,-0.2778,0,False,30.3195,21.45
raw_single_channel_phase_gat_team_mean_seed11,151,1,0,-0.3358,0,False,45.8162,44.8655
raw_single_channel_phase_gat_team_mean_seed11,371,1,0,-0.2369,0,False,32.1451,21.314
raw_single_channel_phase_gat_team_mean_seed11,209,1,2,0.361,1,True,40.8917,
raw_single_channel_phase_gat_team_mean_seed11,23,0,1,0.2481,1,False,37.2642,18.9043
raw_single_channel_phase_gat_team_mean_seed11,292,2,1,-0.05,1,False,9.7275,7.7687
raw_single_channel_phase_gat_team_mean_seed11,139,1,2,0.0849,1,True,13.0178,13.5125
raw_single_channel_phase_gat_team_mean_seed11,179,1,0,-0.3543,0,False,42.0288,
raw_single_channel_phase_gat_team_mean_seed11,144,1,2,0.1655,1,True,25.3537,16.1011
raw_single_channel_phase_gat_team_mean_seed11,308,1,2,0.2353,1,True,24.7536,22.9514
raw_single_channel_phase_gat_team_mean_seed11,163,1,0,-0.0806,0,False,14.0873,9.3877
raw_single_channel_phase_gat_team_mean_seed11,255,0,1,0.1037,1,False,18.6804,13.4871
raw_single_channel_phase_gat_team_mean_seed11,344,1,0,-0.2044,0,False,28.4025,21.5781
raw_single_channel_phase_gat_team_mean_seed11,26,0,1,0.2607,1,False,41.7858,18.7807
raw_single_channel_phase_gat_team_mean_seed11,147,1,2,0.2786,1,True,41.0411,31.8931
raw_single_channel_phase_gat_team_mean_seed11,12,0,1,0.0928,1,False,18.7343,10.8795
raw_single_channel_phase_gat_team_mean_seed11,375,1,0,-0.2562,0,False,27.2271,18.8872
raw_single_channel_phase_gat_team_mean_seed11,154,1,0,-0.302,0,False,44.8588,46.0277
raw_single_channel_phase_gat_team_mean_seed11,193,0,1,0.0441,1,False,7.6223,8.8465
raw_single_channel_phase_gat_team_mean_seed11,294,2,1,-0.0619,1,False,13.0782,10.5061
raw_single_channel_phase_gat_team_mean_seed11,330,0,1,0.1169,1,False,18.1949,14.3773
raw_single_channel_phase_gat_team_mean_seed11,252,0,1,0.278,1,False,38.0393,22.5552
raw_single_channel_phase_gat_team_mean_seed11,306,1,2,0.2452,2,False,32.2666,20.6991
raw_single_channel_phase_gat_team_mean_seed11,419,1,0,-0.3324,0,False,53.2449,31.7879
raw_single_channel_phase_gat_team_mean_seed11,249,0,1,0.3913,1,False,48.5091,24.0367
raw_single_channel_phase_gat_team_mean_seed11,206,1,2,0.2845,1,True,33.8183,32.0641
raw_single_channel_phase_gat_team_mean_seed11,122,2,1,-0.3063,1,False,42.2082,28.5307
raw_single_channel_phase_gat_team_mean_seed11,256,0,1,0.067,1,False,14.2087,10.1089
raw_single_channel_phase_gat_team_mean_seed11,418,1,0,-0.3417,0,False,53.6781,33.0938
raw_single_channel_phase_gat_team_mean_seed11,132,1,2,0.0719,1,True,11.758,13.8799
raw_single_channel_phase_gat_team_mean_seed11,323,1,0,-0.1563,0,False,21.8001,20.5286
raw_single_channel_phase_gat_team_mean_seed11,56,2,1,-0.3398,1,False,37.8524,29.3344
raw_single_channel_phase_gat_team_mean_seed11,164,1,0,-0.08,0,False,12.6508,10.5144
raw_single_channel_phase_gat_team_mean_seed11,297,1,2,0.0427,2,False,7.5724,7.0145
raw_single_channel_phase_gat_team_mean_seed11,356,1,0,-0.2687,0,False,37.0844,27.4606
raw_single_channel_phase_gat_team_mean_seed11,417,1,0,-0.3513,0,False,55.7943,
raw_single_channel_phase_gat_team_mean_seed11,42,1,0,-0.0942,0,False,15.9888,17.3529
raw_single_channel_phase_gat_team_mean_seed11,204,1,2,0.2811,1,True,28.8457,24.4228
raw_single_channel_phase_gat_team_mean_seed11,388,1,0,-0.3468,1,True,35.4761,35.7721
raw_single_channel_phase_gat_team_mean_seed11,355,1,0,-0.2686,0,False,38.3322,25.4226
raw_single_channel_phase_gat_team_mean_seed11,259,1,0,-0.0434,0,False,9.4026,7.3659
raw_single_channel_phase_gat_team_mean_seed11,129,2,1,-0.039,1,False,6.9954,6.5889
