seed,arm,qid,parent,logit_A,logit_B,logit_AB,correct_A,correct_B,correct_AB,J
11,raw_flipmine,138,315,-7.234062,-4.664534,-1.602799,1,1,0,0
11,raw_flipmine,139,343,2.88594,-0.070941,-2.711956,1,0,1,0
11,raw_flipmine,140,443,0.385197,4.041812,1.45349,0,0,1,0
11,raw_flipmine,141,98,-0.170106,-0.615657,-8.285244,0,0,1,0
11,raw_flipmine,142,98,0.723579,-0.615657,-7.320266,1,0,1,0
11,raw_flipmine,143,10,0.403061,1.784715,5.1828,0,0,1,0
11,raw_flipmine,144,502,-36.941002,-18.988829,-15.15226,1,1,0,0
11,raw_flipmine,145,502,-40.165695,-18.988829,-15.929293,1,1,0,0
11,raw_flipmine,146,502,-18.988829,-42.485073,-18.179825,1,1,0,0
11,raw_flipmine,147,208,6.383958,6.890471,5.912839,1,1,0,0
11,raw_flipmine,148,208,6.383958,-1.227202,-1.23013,1,0,1,0
11,raw_flipmine,149,245,-11.519676,-12.613144,-21.279387,0,0,1,0
11,raw_flipmine,150,380,16.64262,17.579029,10.085089,1,1,0,0
11,raw_flipmine,151,380,16.64262,15.321136,4.054886,1,1,0,0
11,raw_flipmine,152,380,17.579029,15.321136,-0.540805,1,1,1,1
11,raw_flipmine,153,292,1.754171,1.616096,-8.076986,1,1,1,1
11,raw_flipmine,154,469,9.407286,10.029173,9.204069,1,1,0,0
11,raw_flipmine,155,469,8.220886,8.982647,8.041729,1,1,0,0
11,raw_flipmine,156,469,8.220886,9.57324,8.256632,1,1,0,0
11,raw_flipmine,157,135,-5.031523,-5.532787,-9.571531,0,0,1,0
11,raw_flipmine,158,286,7.101633,8.149342,1.887058,1,1,0,0
11,raw_flipmine,159,437,22.749928,21.540609,22.368231,1,1,0,0
11,raw_flipmine,160,117,10.415874,10.058565,6.664424,1,1,0,0
11,raw_flipmine,161,147,-11.041843,-7.915091,1.396097,1,1,1,1
11,raw_flipmine,162,191,10.509016,10.593603,7.547711,1,1,0,0
11,raw_flipmine,163,191,10.509016,11.472786,9.28656,1,1,0,0
11,raw_flipmine,164,191,10.509016,9.833448,5.739809,1,1,0,0
11,raw_flipmine,165,191,10.593603,11.472786,9.189116,1,1,0,0
11,raw_flipmine,166,271,-1.235238,-1.477216,-6.756189,0,0,1,0
11,raw_flipmine,167,115,-8.548151,-12.254051,-22.954185,0,0,1,0
11,raw_flipmine,168,457,7.921598,7.898922,6.813684,1,1,0,0
11,raw_flipmine,169,457,7.921598,8.870165,7.68681,1,1,0,0
11,raw_flipmine,170,457,7.898922,8.870165,7.871959,1,1,0,0
11,raw_flipmine,171,1,9.782667,10.236691,7.503015,1,1,0,0
11,raw_flipmine,172,197,-3.50387,-5.698366,-10.888023,0,0,1,0
11,raw_flipmine,173,197,-5.698366,-2.882446,-9.825199,0,0,1,0
11,raw_flipmine,174,455,-3.444581,-4.926416,-5.51859,0,0,1,0
11,raw_flipmine,175,455,-4.926416,0.407432,-2.085526,0,1,1,0
11,raw_flipmine,176,125,2.133388,4.599013,6.764153,0,0,1,0
11,raw_flipmine,177,229,-8.924019,-11.344395,-17.601374,0,0,1,0
11,raw_flipmine,178,229,-8.924019,-26.410294,-30.462095,0,0,1,0
11,raw_flipmine,179,229,-24.210978,-26.410294,-49.045456,0,0,1,0
11,raw_flipmine,180,311,8.378561,8.326235,8.138336,0,0,1,0
11,raw_flipmine,181,311,8.378561,7.530929,8.627193,0,0,1,0
11,raw_flipmine,182,311,8.326235,6.885647,7.544221,0,0,1,0
11,raw_flipmine,183,311,8.326235,7.530929,8.237047,0,0,1,0
11,raw_flipmine,184,340,-0.13248,-4.497527,-7.191983,0,0,1,0
11,raw_flipmine,185,145,-0.693092,-2.864093,-14.099169,0,0,1,0
11,raw_flipmine,186,96,4.410009,7.850448,9.861521,0,0,1,0
11,raw_flipmine,187,96,1.918224,7.850448,6.29075,0,0,1,0
11,raw_flipmine,188,335,10.182253,9.507757,3.187046,1,1,0,0
11,raw_flipmine,189,335,9.507757,10.76413,0.286001,1,1,0,0
11,raw_flipmine,190,335,9.507757,9.81707,0.338482,1,1,0,0
11,raw_flipmine,191,16,-6.74498,-4.495989,-10.747898,0,0,1,0
11,raw_flipmine,192,16,-6.74498,-6.620998,-8.431633,0,0,1,0
11,raw_flipmine,193,16,-6.74498,-5.450816,-6.524714,0,0,1,0
11,raw_flipmine,194,16,-6.620998,-5.450816,-6.233031,0,0,1,0
11,raw_flipmine,195,107,7.167001,6.333537,8.595354,0,0,1,0
11,raw_flipmine,196,107,7.167001,5.517243,7.332698,0,0,1,0
11,raw_flipmine,197,107,7.167001,6.326845,8.0403,0,0,1,0
11,raw_flipmine,198,107,6.333537,5.517243,7.584154,0,0,1,0
11,raw_flipmine,199,107,6.333537,6.326845,7.534352,0,0,1,0
11,raw_flipmine,200,107,5.517243,6.326845,6.852336,0,0,1,0
11,raw_flipmine,201,134,-2.334221,2.102559,1.409639,1,0,1,0
11,raw_flipmine,202,419,-15.354115,-14.295578,-19.655704,0,0,1,0
11,raw_flipmine,203,295,-14.384516,-9.867891,-6.864376,1,1,0,0
11,raw_flipmine,204,289,3.433572,3.93741,-2.238429,1,1,1,1
11,raw_flipmine,205,289,3.93741,4.488869,-1.540851,1,1,1,1
11,raw_flipmine,206,354,8.021759,9.351151,8.32778,1,1,0,0
11,raw_flipmine,207,354,8.021759,6.238598,4.909602,1,1,0,0
11,raw_flipmine,208,354,8.021759,9.66107,10.687424,1,1,0,0
11,raw_flipmine,209,354,9.351151,6.238598,6.400062,1,1,0,0
11,raw_flipmine,210,354,5.79386,6.792011,4.891613,1,1,0,0
11,raw_flipmine,211,354,6.238598,9.66107,9.173607,1,1,0,0
11,raw_flipmine,212,304,-1.454664,-9.4277,-15.620224,0,0,1,0
11,raw_flipmine,213,304,-16.649534,-9.4277,-30.616388,0,0,1,0
11,raw_flipmine,214,304,-9.4277,-3.838573,-16.641174,0,0,1,0
11,raw_flipmine,215,276,-3.741129,-1.241657,-6.642329,0,0,1,0
11,raw_flipmine,216,276,-3.741129,-0.9213,-8.97436,0,0,1,0
11,raw_flipmine,217,276,-1.241657,-0.9213,-3.799527,0,0,1,0
11,raw_flipmine,218,233,-51.850742,-59.961094,-70.514442,0,0,1,0
11,raw_flipmine,219,233,-46.180523,-24.07897,-30.085781,0,0,1,0
11,raw_flipmine,220,233,-46.180523,-35.98354,-40.638287,0,0,1,0
11,raw_flipmine,221,233,-46.180523,-30.200554,-40.1665,0,0,1,0
11,raw_flipmine,222,233,-24.07897,-35.98354,-24.163614,0,0,1,0
11,raw_flipmine,223,233,-24.07897,-30.200554,-16.935211,0,0,1,0
11,raw_flipmine,224,233,-35.98354,-30.200554,-29.863646,0,0,1,0
11,raw_flipmine,225,325,5.480206,6.77326,5.164586,1,1,0,0
11,raw_flipmine,226,325,5.480206,7.486362,6.109531,1,1,0,0
11,raw_flipmine,227,400,-2.268533,-8.190199,-12.019388,0,0,1,0
11,raw_flipmine,228,400,-2.268533,5.652143,0.464171,0,1,0,0
11,raw_flipmine,229,400,-2.268533,5.251738,2.189999,0,1,0,0
11,raw_flipmine,230,400,-8.190199,5.652143,-2.281101,0,1,1,0
11,raw_flipmine,231,400,-8.190199,5.251738,-3.466943,0,1,1,0
11,raw_flipmine,232,400,-8.190199,-4.786746,-17.459806,0,0,1,0
11,raw_flipmine,233,275,-39.491184,-38.491196,-31.455088,1,1,0,0
11,raw_flipmine,234,66,-54.518459,-36.387936,-21.338375,1,1,0,0
11,raw_flipmine,235,302,15.81595,15.211374,15.841209,1,1,0,0
11,raw_flipmine,236,302,15.211372,15.033079,15.084637,1,1,0,0
11,relfeat,0,173,15.29493,18.583668,9.85469,1,1,0,0
11,relfeat,1,433,14.588641,13.820384,7.100464,1,1,0,0
11,relfeat,2,433,14.588641,13.984195,8.263223,1,1,0,0
11,relfeat,3,433,13.820384,13.984195,7.434451,1,1,0,0
11,relfeat,4,105,-4.426922,-2.822094,-4.914107,0,0,1,0
11,relfeat,5,161,0.205389,0.5421,5.255814,0,0,1,0
11,relfeat,6,336,19.751934,23.309952,27.001085,0,0,1,0
11,relfeat,7,136,14.544477,16.976727,6.071795,1,1,0,0
11,relfeat,8,136,14.544477,20.836805,10.457618,1,1,0,0
11,relfeat,9,136,14.544477,20.836807,8.404984,1,1,0,0
11,relfeat,10,136,16.976727,20.836805,12.237093,1,1,0,0
11,relfeat,11,246,12.00911,17.415878,9.635189,1,1,0,0
11,relfeat,12,246,12.00911,12.148572,1.009039,1,1,0,0
11,relfeat,13,246,12.00911,10.360539,2.332466,1,1,0,0
11,relfeat,14,246,17.415878,12.148572,9.771956,1,1,0,0
11,relfeat,15,246,17.415878,10.360539,7.378256,1,1,0,0
11,relfeat,16,246,12.148572,10.360539,1.661986,1,1,0,0
11,relfeat,17,331,27.351011,25.614513,8.727842,1,1,0,0
11,relfeat,18,331,27.351011,19.067438,2.554855,1,1,0,0
11,relfeat,19,331,27.351011,19.067461,4.611905,1,1,0,0
11,relfeat,20,331,25.614513,19.067438,-0.453735,1,1,1,1
11,relfeat,21,331,25.614513,19.067461,-1.096006,1,1,1,1
11,relfeat,22,331,19.067438,19.067461,-8.586118,1,1,1,1
11,relfeat,23,81,31.343052,23.964584,14.264806,1,1,0,0
11,relfeat,24,81,31.343052,23.964579,15.860044,1,1,0,0
11,relfeat,25,81,23.964584,23.964579,7.865881,1,1,0,0
11,relfeat,26,357,12.525389,21.47946,14.188841,1,1,0,0
11,relfeat,27,106,12.785614,-0.364701,4.357906,1,0,0,0
11,relfeat,28,485,15.836886,11.189498,4.567175,1,1,0,0
11,relfeat,29,485,11.189498,14.772004,5.447686,1,1,0,0
11,relfeat,30,418,8.198915,-1.568572,11.2337,0,1,1,0
11,relfeat,31,418,8.198915,-1.568568,10.872313,0,1,1,0
11,relfeat,32,109,3.719964,3.539605,0.906009,1,1,0,0
11,relfeat,33,13,8.140399,10.10113,-6.16032,1,1,1,1
11,relfeat,34,326,9.21347,15.176929,1.50204,1,1,0,0
11,relfeat,35,285,16.484472,18.564131,20.879847,0,0,1,0
11,relfeat,36,285,16.484472,16.158306,20.00156,0,0,1,0
11,relfeat,37,285,16.484472,16.548737,20.376387,0,0,1,0
11,relfeat,38,342,21.539032,26.065006,21.239458,1,1,0,0
11,relfeat,39,230,1.518529,-3.140406,-5.99812,1,0,1,0
11,relfeat,40,174,31.210955,32.593189,28.14286,1,1,0,0
11,relfeat,41,149,18.719158,18.565489,-1.706555,1,1,1,1
11,relfeat,42,362,3.475442,8.404031,5.60374,0,0,1,0
11,relfeat,43,362,3.475442,5.925039,5.418599,0,0,1,0
11,relfeat,44,362,8.404031,5.925039,6.619012,0,0,1,0
11,relfeat,45,399,4.408576,2.059869,-5.087054,1,1,1,1
11,relfeat,46,399,4.408576,-1.679896,-9.456356,1,0,1,0
11,relfeat,47,399,2.059869,-1.679896,-11.613999,1,0,1,0
11,relfeat,48,39,6.435296,7.003983,10.025196,0,0,1,0
11,relfeat,49,84,13.284745,13.019845,12.826982,1,1,0,0
11,relfeat,50,84,13.284745,14.251631,13.014041,1,1,0,0
11,relfeat,51,84,13.284745,14.251617,13.173989,1,1,0,0
11,relfeat,52,84,15.370835,14.251631,13.372568,1,1,0,0
11,relfeat,53,84,15.370835,14.251617,13.022927,1,1,0,0
11,relfeat,54,84,13.019845,14.251631,11.062167,1,1,0,0
11,relfeat,55,84,13.019845,14.251617,10.946381,1,1,0,0
11,relfeat,56,84,14.251631,14.251617,13.748446,1,1,0,0
11,relfeat,57,15,7.757979,21.608479,22.025368,0,0,1,0
11,relfeat,58,15,7.757979,22.344717,22.723162,0,0,1,0
11,relfeat,59,15,2.530166,21.608479,16.64542,0,0,1,0
11,relfeat,60,15,2.530166,22.344717,15.653651,0,0,1,0
11,relfeat,61,15,21.608479,22.344717,31.812664,0,0,1,0
11,relfeat,62,363,14.300426,15.964747,11.185355,1,1,0,0
11,relfeat,63,140,9.805716,11.158352,6.171046,1,1,0,0
11,relfeat,64,236,0.436752,12.051811,-10.814916,1,1,1,1
11,relfeat,65,35,9.140624,9.779069,2.96023,1,1,0,0
11,relfeat,66,192,6.777639,9.694009,10.456323,0,0,1,0
11,relfeat,67,192,9.694009,9.694019,11.436391,0,0,1,0
11,relfeat,68,99,-34.913158,-22.840376,-29.094795,1,1,0,0
11,relfeat,69,489,10.413537,18.463758,11.858225,1,1,0,0
11,relfeat,70,484,3.683167,1.823328,-3.683714,1,1,1,1
11,relfeat,71,484,1.823328,2.738077,-5.469714,1,1,1,1
11,relfeat,72,49,10.192262,5.654648,-10.160331,1,1,1,1
11,relfeat,73,493,10.545014,15.61011,5.863096,1,1,0,0
11,relfeat,74,493,10.545014,12.331801,1.934617,1,1,0,0
11,relfeat,75,493,10.545014,12.331795,4.891125,1,1,0,0
11,relfeat,76,493,15.61011,12.331801,9.220193,1,1,0,0
11,relfeat,77,493,15.61011,12.331795,11.139759,1,1,0,0
11,relfeat,78,493,12.331801,12.331795,8.028736,1,1,0,0
11,relfeat,79,171,15.358621,17.718227,5.2963,1,1,0,0
11,relfeat,80,190,9.658639,10.259356,6.794038,1,1,0,0
11,relfeat,81,237,4.503778,11.380049,4.471089,1,1,0,0
11,relfeat,82,237,4.503778,3.119548,-4.978759,1,1,1,1
11,relfeat,83,87,25.846428,30.065826,20.119726,1,1,0,0
11,relfeat,84,288,21.861559,14.261973,3.945017,1,1,0,0
11,relfeat,85,288,15.722247,14.261973,2.67661,1,1,0,0
11,relfeat,86,272,-3.727136,-4.094077,-12.845989,0,0,1,0
11,relfeat,87,272,-3.727136,-4.681242,-21.879341,0,0,1,0
11,relfeat,88,272,-4.648347,8.248261,-8.000638,0,1,1,0
11,relfeat,89,272,-4.648347,9.227371,-9.485251,0,1,1,0
11,relfeat,90,272,8.248261,9.227371,1.993147,1,1,0,0
11,relfeat,91,491,-6.041783,-6.041778,-0.110393,1,1,0,0
11,relfeat,92,82,-5.935079,-5.327147,-25.081102,0,0,1,0
11,relfeat,93,82,-5.935079,4.516855,-14.485803,0,1,1,0
11,relfeat,94,82,-5.327147,4.516855,-10.763811,0,1,1,0
11,relfeat,95,82,-5.327147,4.516836,-12.330443,0,1,1,0
11,relfeat,96,330,-6.89796,-2.203681,-1.247221,1,1,0,0
11,relfeat,97,330,-2.203681,-6.645698,-1.968387,1,1,0,0
11,relfeat,98,372,7.759844,4.38432,9.648059,0,0,1,0
11,relfeat,99,372,7.759844,10.979806,13.635835,0,0,1,0
11,relfeat,100,372,4.38432,10.979806,11.941649,0,0,1,0
11,relfeat,101,55,28.894548,26.073433,17.574158,1,1,0,0
11,relfeat,102,55,36.066216,26.073433,22.126738,1,1,0,0
11,relfeat,103,427,10.575801,8.509892,4.808327,1,1,0,0
11,relfeat,104,102,13.533575,10.811709,-1.078671,1,1,1,1
11,relfeat,105,102,18.245996,10.811709,2.298404,1,1,0,0
11,relfeat,106,376,12.156043,7.184858,13.000675,1,1,0,0
11,relfeat,107,422,-7.837707,-2.276339,-2.951447,1,1,0,0
11,relfeat,108,100,-10.21715,-9.440784,-4.105607,1,1,0,0
11,relfeat,109,100,-10.21715,-9.440772,-5.44631,1,1,0,0
11,relfeat,110,100,-9.440784,-9.440772,-6.193308,1,1,0,0
11,relfeat,111,463,5.886638,3.038049,-2.357288,1,1,1,1
11,relfeat,112,444,-0.000359,5.611597,-4.540778,0,1,1,0
11,relfeat,113,444,-0.000359,6.392381,-0.71714,0,1,1,0
11,relfeat,114,444,-0.000359,6.392365,-1.567353,0,1,1,0
11,relfeat,115,444,5.611597,6.392381,0.625309,1,1,0,0
11,relfeat,116,444,5.611597,6.392365,1.285617,1,1,0,0
11,relfeat,117,444,6.392381,6.392365,1.377403,1,1,0,0
11,relfeat,118,370,12.859251,8.482514,4.237606,1,1,0,0
11,relfeat,119,370,12.899314,8.482514,5.645233,1,1,0,0
11,relfeat,120,53,8.908509,16.392836,14.462154,0,0,1,0
11,relfeat,121,37,-7.742591,-5.247001,0.978047,1,1,1,1
11,relfeat,122,183,12.515883,13.122911,19.802256,0,0,1,0
11,relfeat,123,183,12.515883,13.122878,19.572365,0,0,1,0
11,relfeat,124,126,-1.441722,3.487565,-3.395806,0,1,1,0
11,relfeat,125,126,-1.441722,3.487539,-3.921364,0,1,1,0
11,relfeat,126,126,3.487565,3.487539,1.997302,1,1,0,0
11,relfeat,127,90,11.704331,21.377642,3.966927,1,1,0,0
11,relfeat,128,90,11.704331,18.460415,-2.677798,1,1,1,1
11,relfeat,129,90,11.704331,11.698244,-9.435502,1,1,1,1
11,relfeat,130,90,11.704331,20.808113,0.449025,1,1,0,0
11,relfeat,131,90,11.704331,20.808107,1.973704,1,1,0,0
11,relfeat,132,90,18.460415,11.698244,-1.153718,1,1,1,1
11,relfeat,133,90,18.460415,20.808113,10.155843,1,1,0,0
11,relfeat,134,90,18.460415,20.808107,9.018645,1,1,0,0
11,relfeat,135,90,11.698244,20.808113,2.145392,1,1,0,0
11,relfeat,136,90,11.698244,20.808107,4.247006,1,1,0,0
11,relfeat,137,244,10.8417,10.429588,-0.534524,1,1,1,1
11,relfeat,138,315,2.862315,3.312718,8.483631,0,0,1,0
11,relfeat,139,343,15.165813,10.259449,5.224,1,1,0,0
11,relfeat,140,443,4.258321,5.788944,6.22614,0,0,1,0
11,relfeat,141,98,-12.387094,-2.480121,-14.819456,0,0,1,0
11,relfeat,142,98,-0.472533,-2.480121,-7.748942,0,0,1,0
11,relfeat,143,10,4.895921,4.895945,10.144439,0,0,1,0
11,relfeat,144,502,-6.930345,5.113912,11.993989,1,0,1,0
11,relfeat,145,502,-20.196815,5.113912,1.664058,1,0,1,0
11,relfeat,146,502,5.113912,-10.596317,9.963312,0,1,1,0
11,relfeat,147,208,4.584409,14.035649,0.473747,1,1,0,0
11,relfeat,148,208,4.584409,4.737878,-10.500243,1,1,1,1
11,relfeat,149,245,7.34104,10.298601,0.980168,1,1,0,0
11,relfeat,150,380,15.033921,17.521633,5.591446,1,1,0,0
11,relfeat,151,380,15.033921,13.149968,-0.432876,1,1,1,1
11,relfeat,152,380,17.521633,13.149968,1.758871,1,1,0,0
11,relfeat,153,292,16.553719,19.970625,8.25082,1,1,0,0
11,relfeat,154,469,5.80932,5.199694,3.28279,1,1,0,0
11,relfeat,155,469,14.842687,1.548311,6.790278,1,1,0,0
11,relfeat,156,469,14.842687,8.240409,14.888474,1,1,0,0
11,relfeat,157,135,0.935161,0.411359,-4.246611,1,1,1,1
11,relfeat,158,286,9.87444,8.10465,-8.210178,1,1,1,1
11,relfeat,159,437,21.698547,19.455549,18.616932,1,1,0,0
11,relfeat,160,117,30.908482,27.844957,18.426542,1,1,0,0
11,relfeat,161,147,0.361341,0.541428,13.501321,0,0,1,0
11,relfeat,162,191,6.287142,5.619945,0.791552,1,1,0,0
11,relfeat,163,191,6.287142,3.127463,-1.471923,1,1,1,1
11,relfeat,164,191,6.287142,10.44235,5.4758,1,1,0,0
11,relfeat,165,191,5.619945,3.127463,-1.398021,1,1,1,1
11,relfeat,166,271,11.574029,9.304152,9.929177,1,1,0,0
11,relfeat,167,115,11.01871,9.849452,-0.653711,1,1,1,1
11,relfeat,168,457,0.173595,-3.382233,-4.184085,1,0,1,0
11,relfeat,169,457,0.173595,-1.431535,-1.650954,1,0,1,0
11,relfeat,170,457,-3.382233,-1.431535,-5.971315,0,0,1,0
11,relfeat,171,1,19.84186,23.890804,13.482211,1,1,0,0
11,relfeat,172,197,16.179621,14.021699,12.357373,1,1,0,0
11,relfeat,173,197,14.021699,12.754647,8.399123,1,1,0,0
11,relfeat,174,455,9.056458,7.137036,4.028697,1,1,0,0
11,relfeat,175,455,7.137036,13.753832,7.561664,1,1,0,0
11,relfeat,176,125,-5.05962,-9.007627,-2.66134,1,1,0,0
11,relfeat,177,229,18.057177,17.397781,16.744001,1,1,0,0
11,relfeat,178,229,18.057177,7.112031,6.072489,1,1,0,0
11,relfeat,179,229,0.57658,7.112031,-10.289489,1,1,1,1
11,relfeat,180,311,1.005854,3.356279,2.171475,0,0,1,0
11,relfeat,181,311,1.005854,-0.053005,0.553708,0,1,1,0
11,relfeat,182,311,3.356279,0.665034,5.079467,0,0,1,0
11,relfeat,183,311,3.356279,-0.053005,2.043389,0,1,1,0
11,relfeat,184,340,19.328363,13.922924,8.106268,1,1,0,0
11,relfeat,185,145,9.02613,11.656878,-10.569115,1,1,1,1
11,relfeat,186,96,-7.852404,-1.464875,0.287871,1,1,1,1
11,relfeat,187,96,-11.386678,-1.464875,-2.069443,1,1,0,0
11,relfeat,188,335,10.776537,8.133592,1.277143,1,1,0,0
11,relfeat,189,335,8.133592,7.53634,1.015455,1,1,0,0
11,relfeat,190,335,8.133592,7.536357,0.905239,1,1,0,0
11,relfeat,191,16,10.668972,11.822574,8.416591,1,1,0,0
11,relfeat,192,16,10.668972,9.591615,7.81866,1,1,0,0
11,relfeat,193,16,10.668972,9.591605,8.257422,1,1,0,0
11,relfeat,194,16,9.591615,9.591605,8.172805,1,1,0,0
11,relfeat,195,107,8.87115,4.467286,8.508751,0,0,1,0
11,relfeat,196,107,8.87115,4.770857,8.456437,0,0,1,0
11,relfeat,197,107,8.87115,4.770813,8.935383,0,0,1,0
11,relfeat,198,107,4.467286,4.770857,7.529446,0,0,1,0
11,relfeat,199,107,4.467286,4.770813,6.020061,0,0,1,0
11,relfeat,200,107,4.770857,4.770813,6.048235,0,0,1,0
11,relfeat,201,134,12.156882,11.466964,17.671696,0,0,1,0
11,relfeat,202,419,3.60816,-0.162018,-5.800189,1,0,1,0
11,relfeat,203,295,6.137973,5.364306,8.995547,0,0,1,0
11,relfeat,204,289,13.430544,15.032796,15.375719,1,1,0,0
11,relfeat,205,289,15.032796,15.032807,16.371412,1,1,0,0
11,relfeat,206,354,-20.994146,-1.756701,-15.958459,0,0,1,0
11,relfeat,207,354,-20.994146,-10.274379,-26.275873,0,0,1,0
11,relfeat,208,354,-20.994146,-7.713769,-22.750992,0,0,1,0
11,relfeat,209,354,-1.756701,-10.274379,-6.383935,0,0,1,0
11,relfeat,210,354,-14.359591,-10.6785,-19.477037,0,0,1,0
11,relfeat,211,354,-10.274379,-7.713769,-12.99891,0,0,1,0
11,relfeat,212,304,21.952826,12.653072,12.164782,1,1,0,0
11,relfeat,213,304,14.238095,12.653072,5.624367,1,1,0,0
11,relfeat,214,304,12.653072,11.833289,2.207311,1,1,0,0
11,relfeat,215,276,11.284112,9.665952,5.660148,1,1,0,0
11,relfeat,216,276,11.284112,9.665962,5.128413,1,1,0,0
11,relfeat,217,276,9.665952,9.665962,5.755034,1,1,0,0
11,relfeat,218,233,0.810226,0.428066,-5.964429,1,1,1,1
11,relfeat,219,233,4.501839,7.268017,5.906998,1,1,0,0
11,relfeat,220,233,4.501839,5.552808,2.893668,1,1,0,0
11,relfeat,221,233,4.501839,5.552806,2.827787,1,1,0,0
11,relfeat,222,233,7.268017,5.552808,4.113358,1,1,0,0
11,relfeat,223,233,7.268017,5.552806,5.444487,1,1,0,0
11,relfeat,224,233,5.552808,5.552806,3.685179,1,1,0,0
11,relfeat,225,325,-4.219678,1.91824,-5.856416,0,1,1,0
11,relfeat,226,325,-4.219678,3.451854,-4.332776,0,1,1,0
11,relfeat,227,400,15.047467,12.035024,7.09564,1,1,0,0
11,relfeat,228,400,15.047467,15.599404,10.696589,1,1,0,0
11,relfeat,229,400,15.047467,15.315733,10.970756,1,1,0,0
11,relfeat,230,400,12.035024,15.599404,14.145524,1,1,0,0
11,relfeat,231,400,12.035024,15.315733,15.953577,1,1,0,0
11,relfeat,232,400,12.035024,16.708277,7.372597,1,1,0,0
11,relfeat,233,275,7.070706,0.324629,11.186664,0,0,1,0
11,relfeat,234,66,-8.356077,4.043955,10.804947,1,0,1,0
11,relfeat,235,302,3.823989,3.462659,-1.735151,1,1,1,1
11,relfeat,236,302,3.462659,4.385063,-1.978271,1,1,1,1
11,relflip,0,173,9.392272,14.553195,-1.974323,1,1,1,1
11,relflip,1,433,5.655261,5.622633,-8.974047,1,1,1,1
11,relflip,2,433,5.655261,5.101216,-6.833123,1,1,1,1
11,relflip,3,433,5.622633,5.101216,-8.021288,1,1,1,1
11,relflip,4,105,-1.866377,0.330308,-5.337499,0,1,1,0
11,relflip,5,161,-8.433357,-7.510297,-0.042194,1,1,0,0
11,relflip,6,336,4.190648,-7.107221,15.728681,0,1,1,0
11,relflip,7,136,8.464559,14.023684,-12.782386,1,1,1,1
11,relflip,8,136,8.464559,17.338835,3.242575,1,1,0,0
11,relflip,9,136,8.464559,17.338837,-0.705855,1,1,1,1
11,relflip,10,136,14.023684,17.338835,4.994473,1,1,0,0
11,relflip,11,246,-0.301479,11.681828,-4.220179,0,1,1,0
11,relflip,12,246,-0.301479,0.378142,-22.009172,0,1,1,0
11,relflip,13,246,-0.301479,-1.882365,-20.525654,0,0,1,0
11,relflip,14,246,11.681828,0.378142,-2.772052,1,1,1,1
11,relflip,15,246,11.681828,-1.882365,-6.695977,1,0,1,0
11,relflip,16,246,0.378142,-1.882365,-21.665367,1,0,1,0
11,relflip,17,331,13.869803,12.406845,-21.922403,1,1,1,1
11,relflip,18,331,13.869803,2.194167,-32.745342,1,1,1,1
11,relflip,19,331,13.869803,2.19421,-30.369789,1,1,1,1
11,relflip,20,331,12.406845,2.194167,-32.684647,1,1,1,1
11,relflip,21,331,12.406845,2.19421,-34.811867,1,1,1,1
11,relflip,22,331,2.194167,2.19421,-45.858829,1,1,1,1
11,relflip,23,81,21.431982,12.88749,-5.955182,1,1,1,1
11,relflip,24,81,21.431982,12.887486,-3.51206,1,1,1,1
11,relflip,25,81,12.88749,12.887486,-11.471727,1,1,1,1
11,relflip,26,357,8.851262,12.659139,-0.240291,1,1,1,1
11,relflip,27,106,12.075186,-5.100915,-5.465514,1,0,1,0
11,relflip,28,485,18.92734,14.652127,-10.789582,1,1,1,1
11,relflip,29,485,14.652127,20.910736,-0.404544,1,1,1,1
11,relflip,30,418,-8.268832,-25.259138,-5.139477,1,1,0,0
11,relflip,31,418,-8.268832,-25.25913,-4.480128,1,1,0,0
11,relflip,32,109,1.1376,6.858389,4.178567,1,1,0,0
11,relflip,33,13,-4.96847,-0.19527,-34.514866,0,0,1,0
11,relflip,34,326,8.9672,19.486488,-0.284052,1,1,1,1
11,relflip,35,285,5.594488,11.178218,13.920948,0,0,1,0
11,relflip,36,285,5.594488,9.790452,13.008397,0,0,1,0
11,relflip,37,285,5.594488,9.416206,13.74071,0,0,1,0
11,relflip,38,342,4.407526,11.370772,-17.273846,1,1,1,1
11,relflip,39,230,-9.375957,-17.146929,-16.149609,0,0,1,0
11,relflip,40,174,5.077557,17.620852,2.026757,1,1,0,0
11,relflip,41,149,12.815813,12.776589,-20.556639,1,1,1,1
11,relflip,42,362,4.449785,9.812695,9.305013,0,0,1,0
11,relflip,43,362,4.449785,10.313877,12.924291,0,0,1,0
11,relflip,44,362,9.812695,10.313877,12.317488,0,0,1,0
11,relflip,45,399,14.644479,11.422585,-0.671757,1,1,1,1
11,relflip,46,399,14.644479,15.225885,2.153726,1,1,0,0
11,relflip,47,399,11.422585,15.225885,-4.918873,1,1,1,1
11,relflip,48,39,-10.993735,-4.956664,1.831382,1,1,1,1
11,relflip,49,84,-18.417313,-8.647629,-19.720053,0,0,1,0
11,relflip,50,84,-18.417313,-11.513015,-20.458172,0,0,1,0
11,relflip,51,84,-18.417313,-11.513045,-20.22249,0,0,1,0
11,relflip,52,84,-7.99966,-11.513015,-10.430327,0,0,1,0
11,relflip,53,84,-7.99966,-11.513045,-9.806151,0,0,1,0
11,relflip,54,84,-8.647629,-11.513015,-9.7517,0,0,1,0
11,relflip,55,84,-8.647629,-11.513045,-10.599702,0,0,1,0
