model,scene,orig,new,shift,pred,miss,feat_dist,null_feat_dist
cleanonly,5256,0,1,0.3734,1,False,41.3436,21.431
cleanonly,3465,2,1,-0.1476,1,False,21.2431,17.019
cleanonly,3009,1,2,0.1777,1,True,29.0543,20.1421
cleanonly,2517,1,2,0.1765,1,True,30.361,25.2879
cleanonly,431,1,2,0.1312,2,False,17.7384,16.6606
cleanonly,4157,1,0,-0.2083,0,False,30.9895,17.3122
cleanonly,2300,1,2,0.129,2,False,18.7484,15.4869
cleanonly,4135,1,0,-0.3548,1,True,36.3469,
cleanonly,1499,2,1,-0.1655,1,False,31.6086,16.1619
cleanonly,719,0,1,0.2262,1,False,26.577,24.8029
cleanonly,5627,1,2,0.2043,1,True,29.9042,19.7164
cleanonly,4810,2,1,-0.2784,1,False,55.6678,23.4165
cleanonly,2941,0,1,0.0714,1,False,12.0275,10.4843
cleanonly,6048,2,1,-0.0609,1,False,8.5037,10.622
