name,start,size,arch,seed,frac,method,opt_key,opt_kind,lr,momentum,steps,dev_bce,dev_clean_bce,train_error,final_loss,init_state_sha256,init_sha256_o01,final_state_sha256,clean_state_sha256,clean_checkpoint_sha256,clean_candidate,checkpoint_sha256,batch_order_sha256,flips_used,preserves_used,replay_points,forwards_per_step,total_forward_passes,total_backward_passes,train_sha256,flip_sha256,preserve_sha256,dev_sha256,eval_sha256,wall_seconds,J,atomic_pass,AB_pass
warm_4N_raw_s47_f0_hard_replay_lr0.003,warm,4N,raw,47,0,hard_replay,lr0.003,adam,0.003,,300,2.1834511756896973,1.3584648370742798,0.0,0.002812596270814538,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,b86bc4f69f3ea6b66f460339e07a09a8487eb0e80569484844005963c14ca843,bbc5cc74f5cf9529c255c4c8193c5b8e8e5323fb89f9001a46c0a3d58ab7e7db,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,a2771f7662d36e10c65a86f812de79eacad9c02d8b065cd0047eed877ad7e9b9,4N_raw_s47_f0_lr0.001,7356e4d5d5f1813d11f9488bc5f45086e8f920e7d7b9eb6c18ea3a7cd8aca37c,590f9e9721cd32d9c0aaf60423d53aca6af76966546e31314d44efae319bd6b6,0,0,2047,4095,1228500,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,1.0344353914260864,0.14401952807160293,0.6403580146460537,0.4759967453213995
warm_4N_raw_s47_f0_hard_replay_lr0.01,warm,4N,raw,47,0,hard_replay,lr0.01,adam,0.01,,300,1.8395358324050903,1.3584648370742798,0.0,0.0062322234734892845,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,b86bc4f69f3ea6b66f460339e07a09a8487eb0e80569484844005963c14ca843,78736d267b1c4e0c9af3cff5808c0480542f43ce1bb86116aea1c39c5651b6d0,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,a2771f7662d36e10c65a86f812de79eacad9c02d8b065cd0047eed877ad7e9b9,4N_raw_s47_f0_lr0.001,5a04688cc1d32ae4bc10ada655af05e31a66c6d0204d9125b20929b4ab69171a,590f9e9721cd32d9c0aaf60423d53aca6af76966546e31314d44efae319bd6b6,0,0,2047,4095,1228500,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,1.022171750664711,0.15866558177379983,0.6647681041497152,0.47111472742066723
warm_4N_raw_s47_f0_plain_adam_lr0.0005_steps600,warm,4N,raw,47,0,plain,adam_lr0.0005_steps600,adam,0.0005,,600,2.412693977355957,1.3584648370742798,0.0,0.0004392930131871253,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,b86bc4f69f3ea6b66f460339e07a09a8487eb0e80569484844005963c14ca843,421f2379a16f241d451572fcceb529699fd253c7d3d268f97f5b9798aaf42bfa,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,a2771f7662d36e10c65a86f812de79eacad9c02d8b065cd0047eed877ad7e9b9,4N_raw_s47_f0_lr0.001,fc66e76758bc80469ca833e41942d63517bd97b396b29d16b31f28766edf8249,590f9e9721cd32d9c0aaf60423d53aca6af76966546e31314d44efae319bd6b6,0,0,2047,4095,2457000,600,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,2.5785325691103935,0.14646053702196907,0.645240032546786,0.47762408462164363
warm_4N_raw_s47_f0_plain_lr0.001,warm,4N,raw,47,0,plain,lr0.001,adam,0.001,,300,2.204399585723877,1.3584648370742798,0.0,0.001079333247616887,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,b86bc4f69f3ea6b66f460339e07a09a8487eb0e80569484844005963c14ca843,b4439e24041c4b1aa6d21fb102cbd461a6478da494754db1de08bc8cd7a8be9a,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,a2771f7662d36e10c65a86f812de79eacad9c02d8b065cd0047eed877ad7e9b9,4N_raw_s47_f0_lr0.001,1f0ff998894c7ac09fcf676a9a6fe2cf56d623ee3962f5acb779067b8ceda37e,590f9e9721cd32d9c0aaf60423d53aca6af76966546e31314d44efae319bd6b6,0,0,2047,4095,1228500,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,1.0209129676222801,0.14320585842148087,0.6403580146460537,0.4743694060211554
warm_4N_raw_s47_f0_plain_lr0.003,warm,4N,raw,47,0,plain,lr0.003,adam,0.003,,300,2.3472139835357666,1.3584648370742798,0.0,0.0009090392850339413,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,b86bc4f69f3ea6b66f460339e07a09a8487eb0e80569484844005963c14ca843,7458f2daf616bc952c45f4fb4bd721bf06117185bec3e11650abd73105bf898c,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,a2771f7662d36e10c65a86f812de79eacad9c02d8b065cd0047eed877ad7e9b9,4N_raw_s47_f0_lr0.001,71dc221ead0c3fc6bdda5b92bfc0d3931d5a2a1254e75b9f9f2ae1b2e4bfad04,590f9e9721cd32d9c0aaf60423d53aca6af76966546e31314d44efae319bd6b6,0,0,2047,4095,1228500,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,1.0851444453001022,0.14727420667209112,0.6403580146460537,0.4792514239218877
warm_4N_raw_s47_f0_plain_lr0.01,warm,4N,raw,47,0,plain,lr0.01,adam,0.01,,300,1.967583179473877,1.3584648370742798,0.0,0.0020740244071930647,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,b86bc4f69f3ea6b66f460339e07a09a8487eb0e80569484844005963c14ca843,8104bec001e0dd4190b4e43c2884b9e1a1a38b3c3534a884142857bcda8d4067,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,a2771f7662d36e10c65a86f812de79eacad9c02d8b065cd0047eed877ad7e9b9,4N_raw_s47_f0_lr0.001,6be00c31175c9749cb49bfd0d2ab4f719adfe44da981f59d5efc54819b951219,590f9e9721cd32d9c0aaf60423d53aca6af76966546e31314d44efae319bd6b6,0,0,2047,4095,1228500,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,0.9775338098406792,0.14727420667209112,0.6533767290480065,0.46867371847030104
warm_4N_raw_s47_f0_plain_sgd_m09_lr0.003,warm,4N,raw,47,0,plain,sgd_m09_lr0.003,sgd,0.003,0.9,300,1.476487159729004,1.3584648370742798,0.0,0.010953216813504696,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,b86bc4f69f3ea6b66f460339e07a09a8487eb0e80569484844005963c14ca843,ce9e2e6a5c5c65f1f75d827f04fc6c4d70d381c6f5eb40cea5de35a99716e312,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,a2771f7662d36e10c65a86f812de79eacad9c02d8b065cd0047eed877ad7e9b9,4N_raw_s47_f0_lr0.001,40faf0a8863676f4584d37b140e1f41eaa9f014fe7bce928bffc699b6fc87515,590f9e9721cd32d9c0aaf60423d53aca6af76966546e31314d44efae319bd6b6,0,0,2047,4095,1228500,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,1.077647678554058,0.14157851912123678,0.6371033360455655,0.4759967453213995
warm_4N_raw_s47_f0_plain_sgd_m09_lr0.01,warm,4N,raw,47,0,plain,sgd_m09_lr0.01,sgd,0.01,0.9,300,1.6723862886428833,1.3584648370742798,0.0,0.006443319842219353,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,b86bc4f69f3ea6b66f460339e07a09a8487eb0e80569484844005963c14ca843,fe4aff964376f84482cdce2925d84215e00a61c3ec791f132e5bd64ac7803a88,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,a2771f7662d36e10c65a86f812de79eacad9c02d8b065cd0047eed877ad7e9b9,4N_raw_s47_f0_lr0.001,21368e5cc3027ce758a92b751e26b23a16555a9fd599fcac432826bf05763ad4,590f9e9721cd32d9c0aaf60423d53aca6af76966546e31314d44efae319bd6b6,0,0,2047,4095,1228500,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,1.1025668755173683,0.14157851912123678,0.6330349877949553,0.47762408462164363
warm_4N_raw_s47_f0_preserve_flip_balanced_lr0.001,warm,4N,raw,47,0,preserve_flip_balanced,lr0.001,adam,0.001,,300,2.204399585723877,1.3584648370742798,0.0,0.001079333247616887,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,b86bc4f69f3ea6b66f460339e07a09a8487eb0e80569484844005963c14ca843,b4439e24041c4b1aa6d21fb102cbd461a6478da494754db1de08bc8cd7a8be9a,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,a2771f7662d36e10c65a86f812de79eacad9c02d8b065cd0047eed877ad7e9b9,4N_raw_s47_f0_lr0.001,600448c2f2502fdb9d1c4b5dc379b6b34ba2b1bff533ac2b391a24cd04d6ad33,590f9e9721cd32d9c0aaf60423d53aca6af76966546e31314d44efae319bd6b6,0,0,2047,4095,1228500,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,1.0411171540617943,0.14320585842148087,0.6403580146460537,0.4743694060211554
warm_4N_raw_s47_f0_preserve_flip_balanced_lr0.003,warm,4N,raw,47,0,preserve_flip_balanced,lr0.003,adam,0.003,,300,2.3472139835357666,1.3584648370742798,0.0,0.0009090392850339413,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,b86bc4f69f3ea6b66f460339e07a09a8487eb0e80569484844005963c14ca843,7458f2daf616bc952c45f4fb4bd721bf06117185bec3e11650abd73105bf898c,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,a2771f7662d36e10c65a86f812de79eacad9c02d8b065cd0047eed877ad7e9b9,4N_raw_s47_f0_lr0.001,fd483a331590a19cb537350682170daf02e1791541185c2c340d132403e6a6ce,590f9e9721cd32d9c0aaf60423d53aca6af76966546e31314d44efae319bd6b6,0,0,2047,4095,1228500,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,1.0565264225006104,0.14727420667209112,0.6403580146460537,0.4792514239218877
warm_4N_raw_s47_f0_preserve_flip_balanced_lr0.01,warm,4N,raw,47,0,preserve_flip_balanced,lr0.01,adam,0.01,,300,1.967583179473877,1.3584648370742798,0.0,0.0020740244071930647,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,b86bc4f69f3ea6b66f460339e07a09a8487eb0e80569484844005963c14ca843,8104bec001e0dd4190b4e43c2884b9e1a1a38b3c3534a884142857bcda8d4067,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,a2771f7662d36e10c65a86f812de79eacad9c02d8b065cd0047eed877ad7e9b9,4N_raw_s47_f0_lr0.001,c7426e25e91e89476a4f56e4c9275751b36335f9b69493075b0b31ca000ff444,590f9e9721cd32d9c0aaf60423d53aca6af76966546e31314d44efae319bd6b6,0,0,2047,4095,1228500,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,1.0083930864930153,0.14727420667209112,0.6533767290480065,0.46867371847030104
warm_4N_raw_s47_f0_protection_lr0.001,warm,4N,raw,47,0,protection,lr0.001,adam,0.001,,300,1.5777714252471924,1.3584648370742798,0.0,0.061867933720350266,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,b86bc4f69f3ea6b66f460339e07a09a8487eb0e80569484844005963c14ca843,90ed2c9e1169b98bda856fe8e21fe33003940fc2b267bf2932ed664c5d7a2aa6,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,a2771f7662d36e10c65a86f812de79eacad9c02d8b065cd0047eed877ad7e9b9,4N_raw_s47_f0_lr0.001,760cef44d99b18f41c76ee9411847921130c5da6e8f083a597c578c42ff7d3c9,590f9e9721cd32d9c0aaf60423d53aca6af76966546e31314d44efae319bd6b6,0,0,2047,4095,1228500,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,0.9646683409810066,0.13669650122050447,0.6354759967453214,0.4751830756712775
warm_4N_raw_s47_f0_protection_lr0.003,warm,4N,raw,47,0,protection,lr0.003,adam,0.003,,300,1.5736585855484009,1.3584648370742798,0.0,0.06190904229879379,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,b86bc4f69f3ea6b66f460339e07a09a8487eb0e80569484844005963c14ca843,621d54d631a131bf56ceaf89845c1016e0ab96f826b0460fbfe5824249913073,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,a2771f7662d36e10c65a86f812de79eacad9c02d8b065cd0047eed877ad7e9b9,4N_raw_s47_f0_lr0.001,4983e7ac7c97b88dc63c299c86a501006b3f0c9d2984ebaf90021340fdc86357,590f9e9721cd32d9c0aaf60423d53aca6af76966546e31314d44efae319bd6b6,0,0,2047,4095,1228500,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,1.0843216255307198,0.14076484947111473,0.6379170056956875,0.47681041497152155
warm_4N_raw_s47_f0_protection_lr0.01,warm,4N,raw,47,0,protection,lr0.01,adam,0.01,,300,1.5089737176895142,1.3584648370742798,0.0,0.06224553659558296,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,b86bc4f69f3ea6b66f460339e07a09a8487eb0e80569484844005963c14ca843,0e4249c45f75815b670c79a00cb5e66368dc6d623b8581e21aac9daf42204077,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,a2771f7662d36e10c65a86f812de79eacad9c02d8b065cd0047eed877ad7e9b9,4N_raw_s47_f0_lr0.001,3b0daf4118a2f4eff509b31f271166551daa31eaa9d612c532bd259c4faf4f78,590f9e9721cd32d9c0aaf60423d53aca6af76966546e31314d44efae319bd6b6,0,0,2047,4095,1228500,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,1.0817817971110344,0.14808787632221318,0.6493083807973963,0.4751830756712775
warm_4N_raw_s47_f100_hard_replay_lr0.001,warm,4N,raw,47,100,hard_replay,lr0.001,adam,0.001,,300,0.5425281524658203,1.3584648370742798,0.03564453125,0.6980175971984863,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,b86bc4f69f3ea6b66f460339e07a09a8487eb0e80569484844005963c14ca843,a2a4c6a2eb880a3d70ae32cb54f1b298d9a74558b838bab08b816f86a854945a,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,a2771f7662d36e10c65a86f812de79eacad9c02d8b065cd0047eed877ad7e9b9,4N_raw_s47_f0_lr0.001,0bfa25f50e0f05af80fee2723a08ed4a84d27fa71efeb6a0b2c38b88545596ea,67e14fb63d9c79645b6c92ce846553f6aaf2a557c24928c54142411589ca1cd8,6390,0,2047,10485,3145500,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,2.6773776710033417,0.20667209113100082,0.565500406834825,0.6224572823433686
warm_4N_raw_s47_f100_hard_replay_lr0.003,warm,4N,raw,47,100,hard_replay,lr0.003,adam,0.003,,300,0.5381993055343628,1.3584648370742798,0.02294921875,0.5235928893089294,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,b86bc4f69f3ea6b66f460339e07a09a8487eb0e80569484844005963c14ca843,b04ea6a8f9abb370ff5d62dc17637e7e78ceb10a7736e4ff05e6cf8052437488,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,a2771f7662d36e10c65a86f812de79eacad9c02d8b065cd0047eed877ad7e9b9,4N_raw_s47_f0_lr0.001,0af73f3d87e4b35c07ffd2da633cb88ff6d1a4b19706b11be906f97df5f1b4ca,67e14fb63d9c79645b6c92ce846553f6aaf2a557c24928c54142411589ca1cd8,6390,0,2047,10485,3145500,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,2.1103307008743286,0.2335231895850285,0.5915378356387306,0.6208299430431244
warm_4N_raw_s47_f100_hard_replay_lr0.01,warm,4N,raw,47,100,hard_replay,lr0.01,adam,0.01,,300,0.44262194633483887,1.3584648370742798,0.01708984375,0.4297693073749542,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,b86bc4f69f3ea6b66f460339e07a09a8487eb0e80569484844005963c14ca843,911dff069b17448690b52e6ad854d4b128ca2d5cab57f246d9c8562242693fd9,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,a2771f7662d36e10c65a86f812de79eacad9c02d8b065cd0047eed877ad7e9b9,4N_raw_s47_f0_lr0.001,08a2b6fcca5e738107cb7ee563bfcadd2a87c8302f69d4af3a03d64b81dfe00d,67e14fb63d9c79645b6c92ce846553f6aaf2a557c24928c54142411589ca1cd8,6390,0,2047,10485,3145500,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,2.1170821860432625,0.2969894222945484,0.6395443449959316,0.6509357200976403
warm_4N_raw_s47_f100_plain_adam_lr0.0005_steps600,warm,4N,raw,47,100,plain,adam_lr0.0005_steps600,adam,0.0005,,600,0.507478654384613,1.3584648370742798,0.0693359375,0.5139662623405457,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,b86bc4f69f3ea6b66f460339e07a09a8487eb0e80569484844005963c14ca843,6a93243cf75d5f61837f4488679ed1ff04de47c88ed1539baaedbafdaeb4991e,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,a2771f7662d36e10c65a86f812de79eacad9c02d8b065cd0047eed877ad7e9b9,4N_raw_s47_f0_lr0.001,d04674298b801bb211aa43207c755928c0cbc68b987de6775c7d137c0897c37f,67e14fb63d9c79645b6c92ce846553f6aaf2a557c24928c54142411589ca1cd8,6390,0,2047,10485,6291000,600,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,5.663360059261322,0.19609438567941415,0.5386493083807974,0.6427990235964198
warm_4N_raw_s47_f100_plain_lr0.001,warm,4N,raw,47,100,plain,lr0.001,adam,0.001,,300,0.5059247612953186,1.3584648370742798,0.0712890625,0.5795325636863708,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,b86bc4f69f3ea6b66f460339e07a09a8487eb0e80569484844005963c14ca843,853ee06a65f29205d0a93a8222f34b9affb63a255acdfda8c39229c34067d843,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,a2771f7662d36e10c65a86f812de79eacad9c02d8b065cd0047eed877ad7e9b9,4N_raw_s47_f0_lr0.001,56fa31a99c329f14ed8d26c83af55b4ffecd918d8d6ef300f88ac2e055db8327,67e14fb63d9c79645b6c92ce846553f6aaf2a557c24928c54142411589ca1cd8,6390,0,2047,10485,3145500,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,2.3754828572273254,0.20911310008136696,0.5467860048820179,0.6468673718470301
warm_4N_raw_s47_f100_plain_lr0.003,warm,4N,raw,47,100,plain,lr0.003,adam,0.003,,300,0.5140663981437683,1.3584648370742798,0.0634765625,0.4119110703468323,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,b86bc4f69f3ea6b66f460339e07a09a8487eb0e80569484844005963c14ca843,c7292a622732c4404151968bd0db154c80c069020a272f0efdd696b2f5b71f10,49ef3c8be1a7dbbdd42185a6a09899eba3385872ecd98f019d82a59bc2ac3d33,a2771f7662d36e10c65a86f812de79eacad9c02d8b065cd0047eed877ad7e9b9,4N_raw_s47_f0_lr0.001,39a893c4cf6a1e417b2af587eaa2c1ff0f249024dc1da417184919bfc1d88cb7,67e14fb63d9c79645b6c92ce846553f6aaf2a557c24928c54142411589ca1cd8,6390,0,2047,10485,3145500,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,2.554537408053875,0.22864117168429618,0.563873067534581,0.6509357200976403
