model,scene,orig,new,shift,pred,miss,away_pred,feat_dist,null_feat_dist
cleanonly,4074,0,1,0.2235,1,False,0,28.8103,16.9293
cleanonly,685,1,2,0.2153,1,True,1,21.5079,20.2337
cleanonly,4853,1,0,-0.2819,0,False,1,33.3846,25.271
cleanonly,4748,1,0,-0.2725,1,True,1,31.6126,26.6916
cleanonly,4828,1,0,-0.3242,0,False,1,37.2797,31.3802
cleanonly,1270,1,2,0.0981,2,False,1,15.6671,11.648
cleanonly,5768,1,0,-0.2715,0,False,1,32.4193,23.7211
cleanonly,2531,1,0,-0.1562,0,False,1,19.0213,16.2585
cleanonly,5068,2,1,-0.2403,1,False,2,33.216,26.8067
cleanonly,4843,1,0,-0.2404,0,False,1,36.6019,32.5147
cleanonly,2112,1,0,-0.2043,0,False,1,25.3279,12.7373
cleanonly,3207,1,2,0.1508,1,True,1,20.6193,12.341
cleanonly,1766,1,0,-0.201,0,False,1,26.4054,14.6902
cleanonly,4879,1,0,-0.1369,0,False,1,18.3851,20.9029
cleanonly,5049,2,1,-0.0864,1,False,2,12.3058,9.0613
cleanonly,4479,0,1,0.0521,1,False,0,7.6327,8.0266
cleanonly,3199,2,1,-0.0956,1,False,2,15.0112,10.1141
cleanonly,4682,2,1,-0.1825,1,False,2,22.2897,20.1532
cleanonly,3807,1,2,0.1643,2,False,1,23.1188,17.2525
cleanonly,1727,1,0,-0.1669,0,False,1,21.8866,17.3759
cleanonly,3230,0,1,0.2781,1,False,0,31.2294,20.5108
cleanonly,1362,0,1,0.205,1,False,0,29.8903,19.8622
cleanonly,3890,0,1,0.0425,1,False,0,10.2497,6.4861
cleanonly,1885,1,2,0.1594,1,True,1,24.4335,21.8075
cleanonly,2575,2,1,-0.1228,1,False,2,17.8932,15.8028
cleanonly,4885,1,0,-0.1533,0,False,1,23.463,22.5533
cleanonly,5256,0,1,0.3734,1,False,0,41.3436,21.431
cleanonly,3465,2,1,-0.1476,1,False,2,21.2431,17.019
cleanonly,3009,1,2,0.1777,1,True,1,29.0543,20.1421
cleanonly,2517,1,2,0.1765,1,True,1,30.361,25.2879
cleanonly,431,1,2,0.1312,2,False,1,17.7384,16.6606
cleanonly,4157,1,0,-0.2083,0,False,1,30.9895,17.3122
cleanonly,2300,1,2,0.129,2,False,1,18.7484,15.4869
cleanonly,4135,1,0,-0.3548,1,True,1,36.3469,
cleanonly,1499,2,1,-0.1655,1,False,2,31.6086,16.1619
cleanonly,719,0,1,0.2262,1,False,0,26.577,24.8029
cleanonly,5627,1,2,0.2043,1,True,1,29.9042,19.7164
cleanonly,4810,2,1,-0.2784,1,False,2,55.6678,23.4165
cleanonly,2941,0,1,0.0714,1,False,0,12.0275,10.4843
cleanonly,6048,2,1,-0.0609,1,False,2,8.5037,10.622
